Tag,Policy.Number,Age,Years.of.Driving.Experience,Number.of.Vehicles,Gender,Married,Vehicle.Age,Fuel.Type,Losses
11522,121994,17,0,3,M,Single,15,D,571.0311774
11523,147601,67,47,3,F,Single,14,P,170.1828617
11524,106282,48,31,3,F,Single,9,P,446.5730685
11525,136158,67,46,3,M,Married,2,P,330.4842953
11526,167884,70,51,3,F,Single,13,P,81.85843404
11527,182152,52,32,3,F,Married,15,P,172.3553627
11528,177563,64,43,3,F,Married,3,P,63.76613471
11529,135330,24,7,3,F,Married,15,P,215.4890519
11530,109726,63,46,3,F,Single,11,P,183.2439798
11531,182494,69,52,3,M,Married,12,P,352.6882863
11532,162801,21,3,3,M,Single,6,D,878.9935855
11533,140812,34,17,3,M,Married,7,P,333.9880075
11534,192585,70,50,3,M,Married,11,P,281.8606979
11535,131575,37,17,3,F,Single,11,P,318.4334379
11536,197720,34,15,3,M,Single,2,D,847.3281865
11537,123980,54,34,3,F,Single,10,P,442.1869973
11538,163342,19,2,3,M,Married,11,D,690.6259334
11539,189113,20,3,3,F,Married,6,P,253.1215171
11540,172471,41,22,3,M,Single,4,D,833.740771
11541,118745,60,42,3,F,Single,7,P,141.0194911
11542,146137,23,5,3,M,Married,15,P,431.3719661
11543,184731,18,1,3,M,Single,0,D,1200
11544,159897,20,2,3,M,Married,12,P,431.8164641
11545,172926,23,6,3,M,Married,10,P,439.2788954
11546,115554,60,41,3,M,Married,13,P,325.4016644
11547,176817,49,28,3,M,Married,11,P,330.9539262
11548,182552,33,14,3,M,Married,4,D,657.8315098
11549,146095,17,0,3,F,Married,13,P,125.6791073
11550,162297,23,6,3,F,Single,13,P,309.5079244
11551,157217,18,0,3,M,Single,13,D,1096.765535
11552,116031,24,5,3,F,Married,11,P,164.4273179
11553,109416,61,43,3,M,Married,6,P,35.84183739
11554,135139,25,8,3,M,Single,12,D,562.5482144
11555,159310,47,28,3,F,Married,6,P,341.1694065
11556,154361,23,6,3,F,Married,12,P,258.6640919
11557,198453,41,21,3,M,Single,6,P,474.7189621
11558,114516,17,0,3,M,Single,11,D,1094.091621
11559,184541,61,40,3,F,Single,7,P,124.0761077
11560,103932,16,0,3,F,Single,9,P,403.5725088
11561,180708,26,8,3,M,Married,6,P,381.3059277
11562,103140,24,7,3,M,Married,3,D,659.249757
11563,199466,57,39,3,M,Single,9,P,475.0068252
11564,196078,38,20,3,M,Single,7,P,446.5640427
11565,188065,22,4,3,M,Married,3,D,812.6058671
11566,112151,33,16,3,F,Single,7,P,410.0049702
11567,136851,70,49,3,F,Single,0,D,505.3069656
11568,197185,51,33,3,F,Single,0,D,586.5051397
11569,129906,70,53,3,M,Married,5,P,372.4882643
11570,168971,21,4,3,F,Married,11,P,294.349948
11571,107360,54,36,3,F,Single,6,P,471.8267349
11572,176668,69,50,3,M,Married,7,P,219.661608
11573,175141,56,35,3,M,Single,3,P,496.2508304
11574,164168,23,4,3,F,Single,15,P,186.0547352
11575,162491,29,8,3,F,Married,7,P,275.3316651
11576,197635,47,27,3,F,Single,9,P,389.0604522
11577,148128,24,7,3,F,Married,15,P,236.1908828
11578,143938,16,0,3,F,Single,3,D,871.983205
11579,187326,60,43,3,M,Married,7,P,35.84046263
11580,134904,56,38,3,M,Married,8,P,334.2720603
11581,132824,36,16,3,F,Single,7,P,464.082626
11582,190583,49,28,3,F,Married,12,P,254.1878307
11583,101299,61,40,3,M,Single,2,P,443.7570469
11584,127476,42,22,3,M,Single,6,P,426.9031577
11585,132480,56,39,3,M,Single,10,D,511.9265755
11586,109628,50,33,3,F,Single,9,P,377.0024966
11587,115587,52,31,3,F,Married,2,D,593.7741147
11588,144536,25,7,3,M,Single,15,D,501.9788486
11589,157863,17,0,3,F,Married,11,P,218.8950009
11590,102965,20,1,3,F,Married,9,P,458.1800391
11591,159080,19,0,3,F,Single,0,D,1078.598204
11592,108325,67,50,3,F,Single,0,P,64.23003046
11593,188528,66,47,3,F,Single,9,P,320.9715915
11594,188331,23,4,3,F,Single,11,D,658.0923631
11595,170803,51,30,3,M,Single,2,D,697.3411895
11596,117642,43,22,3,F,Single,4,D,749.2786847
11597,104587,54,35,3,F,Single,9,P,402.3263418
11598,182629,39,21,3,F,Single,9,P,410.7412796
11599,173294,24,7,3,F,Married,13,P,124.5419691
11600,174427,69,48,3,F,Single,0,P,52.31631384
11601,101567,60,41,3,F,Single,1,P,429.5967528
11602,152589,33,15,3,F,Single,2,D,764.3024432
11603,119204,63,44,3,M,Married,9,P,80.99372304
11604,133837,54,36,3,M,Married,9,P,401.2842426
11605,112917,63,42,3,M,Single,0,P,404.0128634
11606,129764,56,37,3,M,Single,7,D,564.435626
11607,112497,36,17,3,F,Married,8,P,346.1351912
11608,107896,60,39,3,F,Single,0,P,209.0993733
11609,179967,70,51,3,F,Single,3,D,626.5491835
11610,130282,22,5,3,F,Married,11,P,292.367162
11611,192164,27,8,3,M,Married,4,P,398.4086021
11612,132669,20,3,3,M,Married,12,P,403.4462956
11613,122304,40,22,3,F,Single,6,P,340.6393441
11614,150799,20,1,3,M,Married,15,P,242.069893
11615,168877,25,7,3,F,Single,14,D,516.6068537
11616,154018,25,8,3,F,Married,11,P,378.368312
11617,110367,63,44,3,F,Single,10,P,52.01138969
11618,109898,16,0,3,F,Married,11,P,166.2082968
11619,144076,27,6,3,M,Married,1,D,636.5105846
11620,169329,68,51,3,M,Single,3,P,155.4189571
11621,178209,68,47,3,F,Married,4,P,45.2596903
11622,107699,55,37,3,M,Single,4,D,920.5813617
11623,181502,68,49,3,F,Single,3,P,351.6841533
11624,144971,22,5,3,F,Single,7,D,731.3215187
11625,173129,52,33,3,M,Married,7,P,358.285605
11626,148181,23,6,3,F,Married,14,P,240.3339434
11627,157804,64,43,3,M,Single,12,P,142.9188975
11628,136641,20,3,3,F,Married,11,P,182.8532659
11629,110482,63,42,3,F,Married,14,P,124.0040164
11630,118810,54,34,3,M,Married,10,P,354.1951505
11631,193811,45,26,3,M,Single,1,P,478.0020698
11632,115106,20,1,3,M,Married,12,P,341.7086908
11633,180991,62,42,3,M,Single,14,P,318.5117924
11634,114137,68,48,3,M,Married,15,P,208.3529943
11635,177768,32,12,3,M,Married,6,P,363.9676756
11636,172612,48,29,3,M,Married,6,P,407.0164062
11637,145550,70,52,3,F,Married,7,P,172.5748663
11638,115268,17,0,3,M,Married,2,D,746.3830767
11639,111657,39,19,3,M,Single,6,P,443.629057
11640,143670,22,3,3,M,Single,12,D,527.0086334
11641,164909,41,24,3,M,Married,9,P,400.9269963
11642,124794,61,43,3,F,Married,5,P,132.3852185
11643,116468,59,39,3,M,Married,4,D,554.9753541
11644,156139,34,17,3,M,Single,2,D,585.611415
11645,160582,56,37,3,M,Married,14,P,284.6856048
11646,130710,67,47,3,M,Married,11,P,70.00565285
11647,176774,69,48,3,F,Married,7,P,178.4709609
11648,174624,57,36,3,F,Married,4,P,446.5017736
11649,109070,36,19,3,M,Single,9,P,492.0101209
11650,191676,53,34,3,F,Married,1,P,325.4272548
11651,191821,68,51,3,F,Married,10,P,73.17241539
11652,157336,36,17,3,M,Married,5,D,584.6503363
11653,103875,17,0,3,M,Single,10,D,1020.479783
11654,135597,25,6,3,F,Married,13,P,307.6357729
11655,104491,49,31,3,F,Single,2,D,693.7368884
11656,105243,26,7,3,F,Single,2,P,435.6844113
11657,175748,56,37,3,M,Single,3,D,725.0004017
11658,114705,50,31,3,F,Married,8,P,337.4037694
11659,171919,32,13,3,M,Married,5,D,676.3882247
11660,112625,17,0,3,F,Married,2,P,478.5992078
11661,134378,44,27,3,M,Single,14,P,358.2696999
11662,132737,70,50,3,M,Married,7,P,195.396991
11663,136348,46,25,3,F,Single,7,P,403.7961705
11664,109794,19,0,3,F,Married,15,P,110.3025653
11665,128659,64,46,3,M,Single,6,P,51.63782265
11666,116001,20,2,3,F,Single,10,D,622.2253314
11667,180381,63,44,3,M,Single,15,P,242.1154048
11668,134668,22,4,3,M,Single,13,P,457.1156862
11669,186042,61,42,3,M,Married,8,P,326.8851808
11670,199927,49,29,3,M,Single,1,P,381.6267381
11671,177427,21,2,3,M,Single,8,D,724.4198456
11672,148258,59,41,3,F,Married,11,P,310.5947859
11673,118578,23,6,3,F,Married,15,P,295.1269042
11674,146256,70,51,3,M,Single,7,P,368.4560306
11675,100285,21,2,3,F,Single,15,D,604.877098
11676,118901,58,40,3,M,Married,6,P,384.4978346
11677,140529,17,0,3,F,Single,15,P,323.0925407
11678,180498,68,48,3,F,Single,4,P,193.6240177
11679,154334,18,1,3,M,Married,14,D,685.7656083
11680,159850,65,48,3,M,Single,11,P,80.56296598
11681,141988,67,49,3,F,Single,6,P,114.6169331
11682,144395,26,5,3,M,Single,7,P,448.7766873
11683,155797,70,52,3,M,Married,12,P,125.7227704
11684,177755,64,44,3,F,Married,2,P,107.2227766
11685,181011,17,0,3,M,Single,11,D,945.3620797
11686,171448,62,42,3,F,Married,11,P,120.5440216
11687,161393,33,13,3,F,Married,12,P,232.4521862
11688,148646,24,7,3,F,Married,12,P,148.6353199
11689,138552,25,6,3,F,Married,13,P,204.95908
11690,177405,50,32,3,M,Married,1,D,651.9154879
11691,160588,49,31,3,M,Married,4,D,586.8401022
11692,153842,65,44,3,F,Married,9,P,173.3381687
11693,174811,24,7,3,F,Single,11,D,559.0372689
11694,173290,27,10,3,M,Married,6,P,346.313464
11695,157223,23,6,3,M,Single,14,D,646.6307467
11696,158364,38,20,3,M,Married,4,D,657.7115524
11697,123406,17,0,3,M,Single,12,D,741.6520164
11698,149721,19,0,3,M,Married,14,P,414.609823
11699,117861,60,39,3,M,Married,14,P,230.930367
11700,143097,65,47,3,M,Single,3,P,272.4736288
11701,121539,43,25,3,F,Single,10,P,381.9142724
11702,124081,67,48,3,M,Married,6,P,323.9677269
11703,102352,70,51,3,M,Married,7,P,224.0523894
11704,160549,22,5,3,M,Single,9,D,630.2061658
11705,168708,16,0,3,F,Single,15,P,204.2349164
11706,158963,22,3,3,F,Married,13,P,471.4209351
11707,189288,22,4,3,F,Married,15,P,223.8614904
11708,144692,55,36,3,M,Married,7,P,388.0066414
11709,147410,58,39,3,F,Single,4,D,587.1796237
11710,137250,44,27,3,F,Married,11,P,245.2365078
11711,130163,49,31,3,M,Single,2,D,590.0447627
11712,115944,16,0,3,F,Single,15,P,455.7646207
11713,155413,24,7,3,M,Single,9,D,789.6978699
11714,171724,55,38,3,F,Single,14,P,314.9887539
11715,155636,16,0,3,F,Married,13,P,242.684074
11716,102087,41,22,3,M,Married,3,D,545.6882857
11717,137079,18,0,3,F,Single,14,P,360.5706407
11718,188774,47,29,3,F,Single,1,D,699.9012311
11719,138738,24,6,3,M,Married,10,P,338.417008
11720,141125,16,0,3,M,Single,11,D,564.343477
11721,198118,21,4,3,M,Married,15,D,546.6375649
11722,163550,42,23,3,M,Married,9,P,361.475884
11723,157788,61,40,3,M,Single,0,D,649.0457704
11724,170763,22,3,3,F,Single,12,P,299.4129266
11725,158121,26,8,3,M,Single,6,P,456.344638
11726,149451,66,45,3,F,Single,10,P,98.98947239
11727,142483,24,5,3,M,Single,6,D,1168.957156
11728,189563,20,1,3,F,Married,11,P,237.0407509
11729,191944,21,3,3,F,Married,14,P,185.6792609
11730,118798,19,2,3,F,Single,8,P,469.8495943
11731,172696,16,0,3,F,Married,10,P,399.6369887
11732,101696,60,43,3,M,Married,13,P,217.6535603
11733,181434,24,6,3,F,Single,15,P,297.8965927
11734,116758,70,52,3,M,Single,6,P,385.9814073
11735,113737,53,32,3,F,Married,2,P,365.7678726
11736,107949,61,40,3,M,Single,4,P,274.8692495
11737,120872,40,21,3,F,Single,15,P,354.5028023
11738,145997,31,13,3,M,Married,11,P,183.5154636
11739,124753,67,50,3,M,Single,14,P,335.8424386
11740,129024,67,49,3,M,Single,11,P,99.39182437
11741,197929,24,6,3,F,Married,14,P,128.2515031
11742,145204,16,0,3,F,Single,15,D,577.8884849
11743,142018,25,7,3,M,Single,12,D,1188.744129
11744,171878,46,27,3,F,Married,13,P,305.0855007
11745,175415,35,14,3,F,Single,9,P,372.7246494
11746,186771,68,51,3,F,Single,10,P,100.9401647
11747,126648,38,21,3,F,Single,12,P,341.1446327
11748,140919,21,3,3,F,Single,15,P,360.4024528
11749,134381,45,27,3,F,Married,10,P,324.0121677
11750,158096,42,24,3,M,Married,0,D,528.6530207
11751,133604,18,1,3,M,Single,7,D,723.0670895
11752,118167,66,46,3,F,Married,0,P,264.9156003
11753,118563,16,0,3,F,Single,14,P,262.0928116
11754,118532,61,43,3,F,Married,10,P,350.277242
11755,129722,56,36,3,M,Married,12,P,335.4308506
11756,105249,22,5,3,M,Single,11,D,836.5161262
11757,179188,66,46,3,M,Married,6,P,121.3427129
11758,117357,19,1,3,M,Single,13,D,812.2123093
11759,122572,31,10,3,M,Married,10,P,349.4433066
11760,166615,17,0,3,M,Single,14,D,559.5988379
11761,116227,40,23,3,F,Married,0,D,585.0351549
11762,109289,16,0,3,F,Single,11,P,364.9645903
11763,160756,25,8,3,M,Single,6,D,795.014178
11764,150901,68,48,3,F,Single,9,P,233.0871264
11765,169975,52,31,3,M,Married,10,P,369.4695395
11766,194236,55,38,3,M,Married,1,P,410.2967298
11767,139324,21,3,3,F,Married,11,P,460.6325193
11768,110506,63,45,3,F,Married,9,P,104.7313367
11769,179584,61,44,3,F,Married,1,P,441.6845237
11770,101209,69,52,3,M,Married,15,P,30.01958668
11771,131113,63,44,3,F,Married,12,P,131.3389266
11772,118821,62,45,3,F,Single,11,P,111.8627906
11773,105266,19,1,3,M,Single,14,P,498.2880731
11774,132193,46,25,3,M,Single,11,P,176.0687113
11775,114279,65,44,3,F,Married,4,P,453.8406352
11776,124334,63,43,3,M,Single,7,P,141.3235751
11777,119060,30,10,3,F,Single,5,D,687.3164652
11778,148396,33,12,3,F,Single,2,D,782.658998
11779,133658,67,50,3,F,Married,5,P,290.7665179
11780,133913,31,13,3,F,Married,6,P,297.3618365
11781,174978,27,6,3,F,Married,9,P,303.3747837
11782,146119,23,4,3,M,Married,11,D,605.1992338
11783,104120,19,1,3,M,Married,11,P,326.194937
11784,184695,61,41,3,M,Married,2,P,264.3370459
11785,168240,48,29,3,F,Single,3,P,413.4234023
11786,145489,62,42,3,F,Married,13,P,186.7640373
11787,104122,25,8,3,M,Married,13,P,151.5064785
11788,169435,21,4,3,M,Single,14,D,662.1250573
11789,189511,27,8,3,M,Married,5,P,452.8524893
11790,127936,57,36,3,F,Married,5,D,538.0067996
11791,194606,21,3,3,F,Single,12,D,730.8661549
11792,117299,44,25,3,M,Married,1,D,541.441289
11793,146239,42,23,3,M,Single,12,P,305.4003966
11794,101350,18,0,3,F,Married,10,P,442.7886923
11795,166825,36,16,3,F,Married,11,P,172.393355
11796,167809,49,29,3,M,Single,7,P,479.1289101
11797,188084,60,43,3,M,Married,9,P,119.1686919
11798,189764,16,0,3,F,Single,6,D,680.6098474
11799,115565,22,4,3,F,Single,10,D,743.8411092
11800,114742,69,51,3,M,Single,13,P,50.62058206
11801,120331,38,17,3,F,Married,6,P,296.1898285
11802,103343,34,17,3,F,Single,11,P,381.6900721
11803,165820,32,11,3,M,Single,13,P,263.7207697
11804,152180,64,46,3,M,Single,4,D,694.6043769
11805,125303,47,29,3,F,Single,6,P,445.759839
11806,129885,57,40,3,M,Single,15,P,383.4909815
11807,104154,64,44,3,M,Married,12,P,125.2914201
11808,113880,43,24,3,F,Married,14,P,165.5358994
11809,193036,61,43,3,F,Married,11,P,48.30701346
11810,178033,65,46,3,F,Single,4,P,90.2890851
11811,162468,29,11,3,M,Married,9,P,354.5562406
11812,170159,28,9,3,M,Married,1,P,449.9609808
11813,144855,36,15,3,M,Single,1,D,653.2984319
11814,181121,62,43,3,M,Single,15,P,278.1608605
11815,118268,45,27,3,M,Single,3,D,646.833763
11816,180713,70,51,3,F,Single,10,P,164.1767484
11817,131126,20,1,3,M,Married,14,D,595.2857875
11818,161418,49,28,3,M,Married,8,P,368.9977862
11819,129370,61,42,3,F,Single,11,P,44.34005249
11820,164809,22,4,3,F,Married,8,P,450.753906
11821,196176,64,47,3,M,Married,13,P,171.7661605
11822,127639,41,23,3,F,Married,2,P,375.1356238
11823,109507,22,4,3,F,Single,11,P,426.2884302
11824,158358,69,52,3,M,Single,8,P,355.337431
11825,124647,45,28,3,F,Single,10,P,428.5178983
11826,124243,55,34,3,F,Single,2,D,619.389806
11827,116009,70,49,3,F,Married,6,P,263.1277167
11828,138741,23,4,3,M,Married,9,P,495.3208549
11829,147015,63,43,3,M,Married,10,P,98.36057673
11830,172018,70,51,3,M,Married,1,P,171.6544023
11831,144397,21,2,3,M,Single,13,D,1095.356069
11832,128587,16,0,3,F,Single,14,D,647.0847879
11833,139558,34,17,3,F,Single,13,P,239.1510886
11834,163998,39,19,3,F,Married,11,P,169.5110743
11835,174318,24,6,3,M,Married,14,P,196.3814834
11836,145985,52,32,3,M,Single,12,P,356.412001
11837,183198,61,41,3,F,Married,11,P,22.1340816
11838,162289,64,45,3,F,Married,12,P,66.60388249
11839,138018,61,41,3,M,Single,5,P,403.0233863
11840,165849,21,4,3,F,Single,15,D,798.0314367
11841,107202,24,5,3,F,Married,13,P,132.3113654
11842,154432,68,48,3,F,Married,0,D,626.5094615
11843,118298,17,0,3,M,Single,5,D,1200
11844,198147,22,3,3,F,Single,7,D,502.4354966
11845,179212,18,0,3,M,Single,6,D,688.9480521
11846,193413,20,2,3,F,Single,14,P,180.211505
11847,106621,16,0,3,F,Married,13,P,191.5885188
11848,116624,55,35,3,F,Single,12,P,299.7912697
11849,100029,45,25,3,F,Single,12,P,377.4992925
11850,145974,49,30,3,F,Single,6,P,430.8618542
11851,136454,21,4,3,F,Married,15,P,333.1761337
11852,153816,25,7,3,F,Single,8,P,371.7248492
11853,198521,22,5,3,F,Single,13,P,310.2679868
11854,147242,24,5,3,F,Married,10,P,364.6049834
11855,197354,35,15,3,F,Married,0,D,684.4578628
11856,192333,62,43,3,F,Single,2,P,440.2501085
11857,104457,20,3,3,F,Single,6,D,802.8991513
11858,156482,18,0,3,M,Married,12,P,269.239046
11859,101619,20,2,3,M,Married,6,D,736.8606984
11860,190402,55,36,3,F,Married,14,P,269.7842954
11861,162809,24,5,3,F,Single,11,D,591.4297387
11862,172595,38,17,3,M,Married,11,P,319.4842514
11863,109842,45,28,3,F,Single,8,P,495.786754
11864,104852,68,49,3,F,Single,12,P,44.414606
11865,118894,21,3,3,F,Married,12,P,402.7099246
11866,199181,21,4,3,M,Married,4,D,704.2167743
11867,161015,57,39,3,M,Single,15,P,336.2414658
11868,187384,21,4,3,M,Married,0,D,595.2186944
11869,146707,17,0,3,M,Single,9,D,1087.141546
11870,171657,66,48,3,F,Married,6,P,310.5503805
11871,136032,59,40,3,M,Married,9,P,342.7872945
11872,145290,68,47,3,M,Single,10,P,393.2196126
11873,116862,55,37,3,M,Single,1,D,605.5670847
11874,188014,28,10,3,F,Single,5,D,587.3366262
11875,186511,22,5,3,M,Married,14,P,165.7234505
11876,125508,22,3,3,F,Married,12,P,278.047453
11877,140837,22,5,3,M,Single,15,D,778.7422888
11878,154004,33,15,3,M,Married,12,P,202.8790638
11879,141819,43,23,3,M,Single,12,P,410.3537401
11880,182326,50,32,3,M,Single,9,D,546.7070054
11881,109686,69,48,3,F,Single,8,P,250.1486479
11882,120839,29,8,3,F,Married,6,P,289.9355464
11883,114006,16,0,3,M,Married,15,D,639.3004263
11884,185606,30,9,3,F,Single,10,P,431.2678646
11885,176336,54,35,3,F,Married,4,P,391.9832716
11886,116513,23,4,3,F,Married,13,P,289.8433582
11887,161244,29,12,3,M,Married,8,P,343.9541429
11888,191767,48,28,3,F,Single,9,P,375.3919368
11889,126035,68,49,3,F,Single,8,P,82.14186529
11890,114196,69,50,3,M,Married,12,P,86.94278092
11891,160866,19,1,3,F,Married,14,P,96.32654401
11892,101903,55,36,3,M,Single,13,P,380.1288578
11893,109455,60,39,3,F,Married,5,P,172.5732732
11894,133285,24,6,3,F,Married,13,P,189.6737391
11895,145555,21,4,3,M,Single,11,P,284.5356716
11896,138990,67,49,3,M,Married,13,P,184.1834476
11897,194153,16,0,3,F,Single,12,P,382.1958906
11898,154817,22,3,3,F,Single,11,P,298.8265379
11899,189016,63,44,3,M,Married,5,P,111.6084269
11900,174405,18,0,3,M,Married,12,D,507.2981493
11901,175229,33,14,3,F,Single,11,P,260.9161949
11902,149176,69,48,3,M,Single,3,P,390.0472123
11903,178830,63,44,3,F,Single,12,P,145.1676168
11904,160081,70,51,3,M,Married,12,P,41.98062044
11905,193936,19,1,3,F,Single,13,D,687.7102757
11906,104816,66,46,3,M,Single,0,P,92.48026347
11907,126857,25,8,3,F,Married,15,P,217.5385211
11908,160307,25,8,3,F,Married,15,P,176.5082561
11909,146752,70,53,3,F,Single,7,P,237.8484673
11910,179621,51,30,3,M,Single,8,P,465.0455411
11911,190490,69,51,3,M,Married,4,P,383.8839835
11912,131880,59,42,3,F,Single,9,P,379.3433643
11913,113940,56,36,3,M,Married,2,P,479.2886062
11914,186476,20,2,3,F,Single,15,P,302.0814942
11915,164400,40,19,3,M,Single,13,P,333.2375338
11916,145849,64,47,3,F,Single,4,D,568.0166811
11917,198454,29,10,3,M,Married,10,P,336.9577303
11918,154426,21,3,3,M,Married,13,D,508.1753085
11919,147903,25,8,3,M,Single,12,P,290.4448807
11920,105519,17,0,3,F,Married,14,P,194.7675783
11921,173522,24,7,3,M,Single,15,D,1200
11922,118090,63,42,3,M,Single,9,P,50.5939685
11923,153353,49,32,3,M,Married,9,P,376.457237
11924,155277,39,22,3,M,Single,11,P,234.8444199
11925,115705,17,0,3,F,Single,6,D,698.8769957
11926,191483,25,7,3,F,Single,12,P,462.1866766
11927,171438,24,7,3,M,Married,13,P,300.826389
11928,186978,40,21,3,M,Single,8,P,385.193288
11929,200406,57,39,3,M,Married,14,P,146.9718123
11930,124399,22,4,3,F,Married,13,P,247.666634
11931,179441,40,22,3,F,Married,8,P,302.787052
11932,185882,58,39,3,F,Single,14,P,205.7879229
11933,119284,27,7,3,F,Married,12,P,200.850912
11934,138213,41,23,3,M,Single,11,P,350.3983156
11935,185490,54,34,3,F,Married,15,P,305.8906134
11936,116613,22,4,3,M,Single,12,P,457.1419101
11937,188200,64,46,3,F,Married,7,P,96.20616382
11938,143659,23,5,3,F,Single,9,D,810.8454527
11939,155329,56,38,3,F,Married,5,P,342.7053956
11940,138819,43,22,3,M,Single,9,P,488.6824004
11941,156819,41,20,3,F,Single,0,D,763.4237607
11942,131246,63,44,3,M,Married,15,P,125.061786
11943,196311,40,23,3,F,Married,15,P,306.1517631
11944,157512,18,0,3,F,Single,12,D,648.5689889
11945,171675,68,47,3,M,Single,13,P,50.13035055
11946,116524,22,3,3,F,Married,12,P,241.4249882
11947,155334,51,34,3,M,Single,12,P,221.8571445
11948,173500,64,43,3,F,Married,2,P,133.7400289
11949,133167,42,22,3,M,Married,11,P,247.9977949
11950,115764,64,44,3,F,Married,4,P,441.5664395
11951,110688,53,36,3,F,Married,5,D,594.1275756
11952,197499,66,45,3,F,Married,4,P,202.4608462
11953,178505,54,36,3,F,Married,0,P,324.6919476
11954,152355,24,6,3,F,Single,11,P,294.6843038
11955,136723,69,50,3,F,Single,1,P,164.7885931
11956,178170,41,22,3,F,Single,8,P,436.5459141
11957,149075,59,41,3,M,Married,10,P,339.9364265
11958,127847,46,26,3,M,Single,9,P,472.4845356
11959,168563,28,10,3,M,Married,8,P,349.0195329
11960,192011,28,9,3,M,Married,13,P,174.6051107
11961,171414,63,43,3,M,Married,1,D,577.3169418
11962,106599,32,15,3,F,Single,6,P,380.5640053
11963,160726,17,0,3,F,Single,9,D,904.0967949
11964,196340,67,46,3,M,Married,0,P,470.3734647
11965,110593,20,2,3,M,Married,12,P,243.2329213
11966,119238,31,11,3,F,Married,7,P,347.6324753
11967,132860,38,17,3,M,Single,11,P,396.0646839
11968,154684,44,25,3,F,Married,3,D,622.2847527
11969,114886,69,51,3,M,Married,8,P,322.4693076
11970,114333,56,39,3,F,Married,2,D,687.0747031
11971,102723,67,46,3,M,Single,9,P,208.6007724
11972,189088,19,0,3,F,Single,9,D,689.3640906
